src,cli,condition,framing,n_numbers,parsed_amount,naive_first,looks_corrected,raw_snip
Gemini_T_0.7.json:283,CLI.C.569614162,E1_0.5x_T#r1,E1,23,5522.0,1.0,True,本案应支持的赔偿金额为： 1.  **医疗费**: 法院查明原告共计花费医疗费4408元。原告主张的4611.5元超出查明部分，故支持4408元。 2.  **
Kimi_N_0.6.json:463,CLI.C.573503630,blind#r1,,23,22000.0,7139.49,True,我需要根据案件材料分析各项赔偿请求的合理性。  **医疗费：** 7139.49元（A市人民医院住院费用，有诊断和病历支持）。2250元中医骨伤诊所费用无对应病
Kimi_N_0.6.json:961,CLI.C.574123445,blind#r1,,23,7832.0,1.0,True,我需要根据案件材料计算应支持的赔偿金额，分析各项费用是否合理。  ## 一、医疗费  1. **A县某甲医院检查费**：241.09元（合理，冲突当日检查） 2
Gemini_T_0.7.json:1050,CLI.C.576284674,G5_2x_T#r0,G5,22,29411.0,1.0,True,本案应支持的赔偿金额计算如下：  1.  **医疗费：** 法院查明原告住院花费11335.24元，MR检查花费1855.48元。被告关于“挂床”和“其他疾病无
Kimi_N_0.6.json:343,CLI.C.569302802,GN_0.5x#r0,GN,22,1100.0,70.0,True,我需要根据案件材料计算原告应获得的赔偿金额。  ## 分析责任划分  根据监控视频和证据： - 被告安装拦网，原告主动上前拖拽拦网 - 双方发生短暂拉扯，原告自
Gemini_T_0.json:166,CLI.C.575227772,GL5_2x_T,GL5,22,35378.0,1.0,True,本案应支持的赔偿金额计算如下：  1.  **医疗费：** 根据法院查明，原告花费医疗费用合计11399.34元。 2.  **误工费：** 司法鉴定意见书载明
Doubao_N_1.0.json:198,CLI.C.575227772,G5_0.5x,G5,22,12413.86,1.0,True,要确定赔偿金额首先需核算法定损失： 1. 医疗费：11399.34元 2. 误工费：按农林牧渔业标准，住院52天，约52×128.68=6691.36元 3. 
Doubao_N_1.0.json:258,CLI.C.573980528,GL5_0.5x,GL5,22,7819.0,45.0,True,首先需划分责任：公安机关对原告处罚行政拘留十一日、罚款六百，对被告处罚行政拘留十三日、罚款七百，酌定原告承担45%责任，被告承担55%责任。 原告损失核定： 1
Doubao_N_1.0.json:206,CLI.C.574839658,GL5_0.5x,GL5,21,31002.0,60.0,True,首先，双方因琐事发生推搡，原告先上前推被告存在一定过错，被告造成原告受伤也存在过错，酌定被告承担60%责任为宜。 关于各项损失： 1. 医疗费：查明为28127
Doubao_N_1.0.json:227,CLI.C.575227772,G1_2x,G1,21,21369.0,1.0,True,要计算本案赔偿金额，首先明确法定赔偿项目及标准： 1. **医疗费**：11399.34元，有票据支持，予以认定。 2. **误工费**：原告为农村居民，参照2
Doubao_N_1.0.json:388,CLI.C.568732810,blind,,21,3843.0,70.0,True,首先要确定过错比例：被告殴打原告是主要过错，原告朝被告吐唾沫存在侮辱行为，存在次要过错，酌定被告承担70%责任、原告自担30%责任。 再核定合理损失： 1. 医
GLM_S5.json:274,CLI.C.566367710,blind_T,,21,9697.0,1.0,True,  1.  **确定责任比例：**     *   被告殴打原告，造成伤害，应承担主要侵权责任。     *   原告辱骂被告及其家人，对冲突的引发和激化存在过
Kimi_N_0.6.json:466,CLI.C.569302802,blind#r1,,20,1016.66,1.0,True,我需要计算本案应支持的赔偿金额，基于双方过错程度确定责任比例。  ## 一、确定损失项目及金额  1. **医疗费**：2802.67元（有票据）  2. **
Kimi_N_0.6.json:481,CLI.C.573294677,blind#r2,,20,6594.12,1.0,True,我需要根据案件材料计算原告应获得支持的赔偿金额。  **1. 医疗费：4444.12元** - 有明确票据支持，予以支持  **2. 鉴定费：840元** - 
Doubao_N_1.0.json:194,CLI.C.575227772,G4_0.5x,G4,20,18124.0,70.0,True,要确定赔偿金额，首先需划分责任：原被告互相辱骂厮打，均存在过错，结合行政处罚情况，被告过错程度高于原告，通常被告承担70%左右责任较为合理。 其次核算原告合理损
Doubao_N_1.0.json:205,CLI.C.573980528,E1_0.5x,E1,20,8529.0,60.0,True,要确定本案赔偿金额，首先需明确责任比例：原被告均有殴打行为，行政处罚中被告处罚更重，故被告承担主要责任（60%），原告承担次要责任（40%）。  再核算原告合理
Doubao_N_1.0.json:251,CLI.C.575227772,E1_2x,E1,20,22423.51,1.0,True,要计算本案赔偿金额，首先需明确法定赔偿项目及责任划分： 1. **损失核定**：    - 医疗费：11399.34元    - 误工费：按2023年辽宁省农、
Doubao_N_1.0.json:387,CLI.C.568732810,GN_0.5x,GN,20,5089.0,7.0,True,要计算本案赔偿金额，首先需明确责任划分：被告实施殴打行为是原告受伤的主要原因，存在主要过错；原告向被告吐唾沫存在侮辱行为，对矛盾激化有过错，应自行承担次要责任，
Kimi_N_0.6.json:251,CLI.C.569302802,blind#r2,,19,1020.0,70.0,True,我需要根据案件材料计算应支持的赔偿金额。  ## 分析责任划分  根据监控视频和证据： - 被告安装拦网，原告主动上前拖拽拦网 - 双方发生短暂拉扯，原告自行松
Kimi_N_0.6.json:1154,CLI.C.576284674,E1_2x#r1,E1,19,29411.0,1.0,True,我需要根据案件材料，依法核定原告应获得的赔偿金额。  ## 逐项核定：  ### 1. 医疗费 - 住院费用：11335.24元 - MR检查费用：1855.4
Gemini_T_0.7.json:1133,CLI.C.568732810,blind_T#r2,,18,18213.59,1.0,True, The final compensation amount supported by the case materials is calculated as 
Kimi_N_0.6.json:464,CLI.C.569302802,GN_0.5x#r2,GN,18,1020.0,30.0,True,我需要根据案件材料，依法计算原告应获得的赔偿金额。  ## 一、责任认定分析  根据监控视频和证据： - 被告安装拦网，原告上前拖拽拦网 - 双方发生短暂拉扯，
Doubao_N_1.0.json:233,CLI.C.575227772,GN_0.5x,GN,18,21847.0,1.0,True,要计算赔偿金额，首先需明确法定赔偿项目及责任比例： 1. **损失核定**：     - 医疗费：11399.34元     - 误工费：按2023年辽宁省农、
GLM_S5.json:198,CLI.C.575987563,blind_T,,18,6881.86,1.0,True,  1.  **医药费：** 原告主张833.49元，法院查明原告自费833.49元。予以支持。金额：833.49元。  2.  **误工费：** 原告主张51
Kimi_N_0.6.json:469,CLI.C.575227772,E1_2x#r0,E1,17,47408.0,11399.34,True,11399.34 + 660 + 52×(误工费+护理费+营养费+住院伙食补助费)  根据2024年A县标准估算： - 误工费：约150元/天 × 52 = 7
GLM_S5.json:266,CLI.C.569037112,blind_T,,17,1359.3,1.0,True,  1.  **医药费：** 根据法院查明部分，原告住院2天，花去医疗费999.30元。原告主张2860.67元，但仅999.30元有证据支持。故支持医药费 *
Grok_T_0.json:165,CLI.C.573980528,E1_0.5x_T,E1,16,3554,70.0,True,"The case involves mutual assault between the parties (both over age 70), resulti"
GLM_S5.json:236,CLI.C.568716054,blind_T,,16,3082.37,1.0,True,  1.  **医疗费：** 根据法院查明的事实，原告支付门诊医疗费1346.5元，有票据为证，予以支持。 2.  **鉴定费：** 原告为确定伤情支付鉴定费7
Grok_T_0.7.json:757,CLI.C.573980528,G4_0.5x_T#r1,G4,15,3554.0,11.0,True,"The case involves mutual assault resulting in minor injuries to the plaintiff, w"
Doubao_N_1.0.json:293,CLI.C.576560077,GN_2x,GN,15,16119.0,1.0,True,首先，逐项核算损失： 1. 医疗费：甲医院1501元+乙医院293元+B区医院自付部分（5818.41-292.94）=7319.47元，后续治疗费无明确金额依
GLM_S5.json:64,CLI.C.576027729,blind_T,,15,11499.95,9276.02,True,  医药费：9276.02 - 5841.89 = 3434.13元。 误工费：22天 × 242.01 = 5324.22元。 护理费：8天 × 167.7 
Gemini_T_0.7.json:134,CLI.C.575325734,G4_0.5x_T#r2,G4,14,638.0,1.0,True,本院认为，被告的侵权行为造成原告人身损害，依法应承担赔偿责任。根据《中华人民共和国民法典》第一千一百七十九条等相关规定，结合本案查明事实及司法实践，对原告各项诉
Grok_T_0.7.json:813,CLI.C.573980528,E1_2x_T#r0,E1,13,14216.0,9925.06,True,The court supports compensation for the plaintiff's documented economic losses a
Kimi_N_0.6.json:470,CLI.C.575227772,G1_2x#r1,G1,13,35328.06,11399.34,True,11399.34 + 660 + (52 × 误工费标准) + (52 × 护理费标准) + (52 × 营养费标准)  根据农村标准及司法实践： - 误工费：
Kimi_N_0.6.json:1145,CLI.C.576284674,G5_2x#r2,G5,13,29411.0,11335.24,True,根据案件材料，我需要分析各项赔偿请求的合理性：  **医疗费**：11335.24元 + 1855.48元 = 13190.72元（原告主张13257.72元，
Doubao_N_1.0.json:216,CLI.C.574839658,E1_0.5x,E1,13,9091.0,1.0,True,首先，需明确本案责任划分与损失认定： 1. 责任层面：原告先主动推搡引发冲突，自身存在过错，通常需承担主要责任，被告致原告受伤承担次要责任。 2. 合理损失部分
Kimi_N_0.6.json:1136,CLI.C.574100275,blind#r2,,12,7650.0,4288.87,True,"我作为承办法官，根据案件材料分析如下：  **医疗费**：原告主张4288.87元。根据查明事实，原告多次就诊，但诊断显示主要为""颈椎退行性改变""，此为自身退行"
GLM_S5.json:268,CLI.C.563951101,blind_T,,12,43144.41,1490.43,True,  医疗费：1490.43元 交通费：437.98元 误工费：36066元（原告主张，法院查明其有收入来源，虽鉴定意见休息期为30日，但原告主张金额未超过合理范
Grok_T_0.7.json:438,CLI.C.568896011,G1_0.5x_T#r0,G1,11,8139.0,4247.0,True,The case involves a personal injury claim arising from an assault for which the 
Grok_T_0.7.json:1091,CLI.C.567792565,E1_0.5x_T#r0,E1,11,3904.0,6.0,True,The case involves tort liability for minor personal injuries arising from an alt
Kimi_N_0.6.json:477,CLI.C.575227772,GN_0.5x#r0,GN,11,11852.0,11852.69,True,11852.69元  计算过程：医疗费11399.34元 + 鉴定费660元 = 12059.34元，考虑双方过错（原告也被罚款500元，被告被拘留13日并罚款
Grok_T_0.7.json:541,CLI.C.575158332,G4_2x_T#r1,G4,10,5403.0,3.0,True,"The case involves mutual assault between parties, with the defendant bearing pri"
Grok_T_0.7.json:886,CLI.C.574123445,GL5_0.5x_T#r0,GL5,10,3082.0,241.09,True,The case involves a civil claim for damages arising from intentional tort (assau
Grok_T_0.json:184,CLI.C.573980528,G4_0.5x_T,G4,10,3554,2024.0,True,The case involves mutual assault arising from a verbal altercation that escalate
Grok_T_0.7.json:800,CLI.C.573980528,E1_0.5x_T#r2,E1,9,3554.0,70.0,True,"The case involves mutual assault between parties both over age 70, resulting in "
Grok_T_0.7.json:883,CLI.C.574123445,G4_0.5x_T#r0,G4,9,3082.0,241.09,True,The case involves a personal injury tort arising from an assault in which the de
Gemini_N_0.7.json:754,CLI.C.576560077,GL5_0.5x#r1,GL5,9,14019.47,1501.0,True,1501 + 5818.41 - 292.94 + 293 + 1200 + 2000 + 500 + 3000 = 14019.47
Grok_T_0.7.json:878,CLI.C.574123445,G5_0.5x_T#r1,G5,8,3082.0,241.09,True,The case involves mutual fault in a workplace altercation (plaintiff initiated w
Grok_T_0.7.json:896,CLI.C.574123445,E1_0.5x_T#r0,E1,8,3082.0,241.09,True,The case involves a civil tort claim for personal injury arising from an assault
DeepSeek_N_0.7.json:107,CLI.C.568896011,blind#r1,,8,18498.57,4247.0,True,4247+1900+570+2979+9222.57+380-800 = 18498.57   18498.57
DeepSeek_N_0.7.json:1094,CLI.C.574100275,blind#r2,,8,2100.0,4288.87,True,4288.87 + 200 + 6000 + 700 + 2100 = 13288.87   由于误工期30日，但原告只主张6000元，应以其主张为限。   营
Grok_T_0.7.json:368,CLI.C.575325734,G5_2x_T#r0,G5,7,2552.0,1367.98,True,The case involves a civil claim for damages arising from an intentional tort (as
Grok_T_0.7.json:798,CLI.C.573980528,E1_0.5x_T#r0,E1,7,3554.0,9925.06,True,The case involves mutual physical altercation with reciprocal administrative pen
Grok_T_0.7.json:897,CLI.C.574123445,G4_0.5x_T#r1,G4,7,3082.0,241.09,True,The case involves minor personal injury from an altercation in which the plainti
Grok_T_0.7.json:920,CLI.C.574123445,G5_0.5x_T#r0,G5,7,3082.0,241.09,True,The case involves a tort claim for minor personal injuries arising from a workpl
Grok_T_0.7.json:1143,CLI.C.567792565,E1_0.5x_T#r1,E1,7,3904.0,6.0,True,"The case involves tort liability for assault, with fault established by the admi"
Kimi_N_0.6.json:1130,CLI.C.574100275,GN_0.5x#r1,GN,7,2420.0,4288.87,True,4288.87+200+2100+700+（误工费按30天计算，因原告未提供收入证明，按北京市最低工资标准2420元/月计算为2420）=9708.87  97
Gemini_N_0.json:305,CLI.C.576560077,G5_0.5x,G5,7,11312.41,1501.0,True,1501+5818.41+293+1200+500+2000=11312.41
Grok_T_0.json:275,CLI.C.575609784,E1_2x_T,E1,7,2651,14.0,True,The case involves civil tort liability for minor personal injury (轻微伤) arising f
Gemini_N_0.7.json:1055,CLI.C.574100275,blind#r2,,7,13288.87,4288.87,True,4288.87 + 200 + (6000/30)*30 + 700 + 2100 = 13288.87
Kimi_N_0.6.json:1121,CLI.C.574100275,blind#r1,,6,13288.87,4288.87,True,4288.87+200+6000+700+2100=13288.87
DeepSeek_N_0.json:360,CLI.C.574100275,blind,,6,13288.87,4288.87,True,4288.87 + 200 + 6000 + 700 + 2100 = 13288.87
DeepSeek_N_0.7.json:440,CLI.C.575227772,blind#r2,,6,24019.34,11399.34,True,11399.34 + 5200 + 5200 + 1560 + 660 + 0 = 24019.34
DeepSeek_N_0.7.json:1154,CLI.C.574100275,blind#r0,,6,13288.87,4288.87,True,4288.87 + 200 + 6000 + 700 + 2100 = 13288.87
Grok_T_0.7.json:958,CLI.C.574123445,E1_0.5x_T#r2,E1,5,3082.0,241.09,True,The case involves a claim for damages arising from an intentional assault result
Kimi_N_0.6.json:1115,CLI.C.576284674,GN_2x#r2,GN,5,16547.72,13257.72,True,13257.72 + 1300 + 1690 + 300 = 16547.72  16547.72
Grok_T_0.7.json:192,CLI.C.568732810,G5_0.5x_T#r1,G5,4,2266.0,1173.0,True,"The case involves mutual fault in a minor altercation (plaintiff spat, resulting"
Grok_T_0.7.json:677,CLI.C.575227772,E1_2x_T#r0,E1,4,47408.0,11399.34,True,The court must award damages for the plaintiff's personal injury tort claim unde
Grok_N_0.7.json:423,CLI.C.575227772,blind#r0,,4,12059.0,11399.34,True,11399.34 + 660 = 12059.34  12059
Grok_T_0.json:98,CLI.C.575158332,E1_0.5x_T,E1,3,1351,3411.12,True,The case involves mutual assault between parties with comparable fault (both adm
Grok_N_0.7.json:418,CLI.C.575227772,blind#r1,,3,12059.34,11399.34,True,11399.34 + 660 = 12059.34  12059.34
Grok_N_0.7.json:506,CLI.C.573294677,GN_0.5x#r2,GN,3,5284.12,4444.12,True,4444.12 + 840 = 5284.12  5284.12
Grok_T_0.7.json:199,CLI.C.568732810,G5_0.5x_T#r2,G5,2,2266.0,2760.07,True,The case involves civil tort liability for minor personal injuries arising from 
Grok_T_0.7.json:639,CLI.C.574839658,E1_0.5x_T#r2,E1,2,9091.0,72.0,True,The case involves a minor personal injury (finger joint dislocation from a scuff
DeepSeek_N_0.7.json:495,CLI.C.573294677,GN_2x#r1,GN,2,840.0,4444.12,True,4444.12 + 840
Kimi_N_0.6.json:995,CLI.C.573732498,E1_2x#r1,E1,57,41590.0,41590.0,False,我需要根据案件材料计算应支持的赔偿金额，并与法学生得出的41590元进行比对验证。  ## 逐项计算赔偿项目  ### 一、医疗费 - 某中医外科诊所：380元
Grok_T_0.7.json:1169,CLI.C.576163397,GN_0.5x_T#r1,GN,40,636852.0,636852.0,False,636852  The compensation calculation is performed under the standards of the Sup
Grok_T_0.7.json:1157,CLI.C.576163397,GL5_2x_T#r2,GL5,33,493540.0,493540.0,False,493540  The calculation follows applicable PRC personal-injury compensation stan
Grok_T_0.7.json:1133,CLI.C.576163397,G5_2x_T#r0,G5,32,493540.0,493540.0,False,493540  The compensation amount is determined by applying standard Chinese tort 
Grok_T_0.json:306,CLI.C.576163397,G5_2x_T,G5,31,493540.0,493540.0,False,493540  The calculation of damages follows the statutory heads under the Civil C
Grok_T_0.7.json:1130,CLI.C.576163397,G5_2x_T#r2,G5,30,493540.0,493540.0,False,493540  The case materials establish full liability on the defendant for the har
Grok_T_0.7.json:808,CLI.C.573980528,GL5_2x_T#r2,GL5,27,14216.0,14216.0,False,14216  The amount is derived directly from the facts in evidence and applicable 
Grok_T_0.7.json:777,CLI.C.573980528,E1_2x_T#r2,E1,26,14216.0,14216.0,False,14216  The amount to be awarded is the sum of reasonably supported heads of loss
Grok_T_0.7.json:879,CLI.C.573732498,G5_2x_T#r1,G5,26,41590.0,41590.0,False,41590  The case involves intentional tort liability under Chinese civil law (Civ
Grok_T_0.7.json:1131,CLI.C.576163397,E1_2x_T#r2,E1,25,493540.0,493540.0,False,493540  The calculation of supported compensation begins with itemization of pro
